order_id,customer_id,age,product_id,country,signup_date,last_purchase_date,cancellations_count,subscription_status,order_date,unit_price,quantity,purchase_frequency,preferred_category,product_name,category,gender
ORD21766,CUST9766,26,PROD532,Pakistan,9/13/2021,8/14/2024,3,paused,9/1/2023,127.21,3,10,Beauty,Coffee Maker,Home,Male
ORD5959,CUST1959,36,PROD1159,Germany,8/2/2021,7/8/2022,3,active,12/2/2023,175.21,7,5,Electronics,Basketball,Sports,Female
ORD5139,CUST1139,49,PROD339,Pakistan,6/7/2023,7/19/2023,3,active,3/23/2025,152.78,9,12,Electronics,Sneakers,Clothing,Female
ORD6238,CUST2238,51,PROD1438,Pakistan,12/22/2022,5/19/2024,4,paused,8/10/2024,24.99,7,18,Sports,T-Shirt,Clothing,Female
ORD19916,CUST7916,69,PROD521,Germany,5/2/2021,5/27/2025,0,active,5/28/2022,193.74,6,35,Sports,Dumbbells,Sports,Female
ORD20694,CUST8694,35,PROD507,USA,7/21/2023,12/8/2023,4,cancelled,8/22/2023,26.73,2,7,Sports,Speaker,Electronics,Male
ORD6662,CUST2662,55,PROD1862,Germany,7/6/2022,11/25/2024,4,active,11/8/2022,294.64,4,22,Home,Camera,Electronics,Female
ORD5267,CUST1267,47,PROD467,India,7/28/2022,1/19/2024,2,active,10/26/2024,222.38,3,12,Sports,Lamp,Home,Male
ORD5157,CUST1157,55,PROD357,Canada,7/17/2022,2/7/2024,4,cancelled,7/29/2022,184.94,7,45,Home,Hoodie,Clothing,Male
ORD6832,CUST2832,53,PROD2032,Canada,6/15/2022,3/24/2023,1,active,7/6/2025,22.66,6,32,Sports,Smartwatch,Electronics,Female
ORD5294,CUST1294,38,PROD494,Canada,10/5/2020,9/8/2021,5,active,6/20/2025,155.44,5,29,Electronics,Moisturizer,Beauty,Male
ORD6143,CUST2143,24,PROD1343,Canada,8/5/2023,12/11/2023,1,active,1/6/2025,57.28,9,49,Electronics,Bluetooth Speaker,Electronics,Other
ORD20510,CUST8510,53,PROD530,Canada,4/29/2022,4/4/2025,2,active,5/8/2024,99.87,1,20,Sports,Refrigerator,Home,Female
ORD19611,CUST7611,45,PROD501,USA,3/23/2020,7/14/2025,0,active,10/3/2024,247.59,7,34,Home,Laptop,Electronics,Female
ORD6602,CUST2602,59,PROD1802,India,11/2/2020,6/4/2021,2,cancelled,11/4/2020,142.16,8,1,Clothing,Laptop,Electronics,Female
ORD6816,CUST2816,37,PROD2016,Canada,9/3/2021,12/17/2024,2,active,2/11/2022,294.37,5,30,Beauty,Lamp,Home,Male
ORD20150,CUST8150,46,PROD505,India,6/2/2025,3/10/2025,1,active,6/2/2025,79.49,4,20,Sports,Smartwatch,Electronics,Female
ORD6891,CUST2891,22,PROD2091,India,4/30/2022,9/22/2024,1,cancelled,7/21/2022,198.07,5,36,Clothing,Laptop,Electronics,Female
ORD5101,CUST1101,49,PROD301,USA,4/15/2022,9/20/2024,2,active,3/9/2025,38.59,9,48,Sports,Yoga Mat,Sports,Male
ORD21313,CUST9313,45,PROD511,Canada,3/28/2019,9/21/2024,2,cancelled,12/30/2023,116.17,1,7,Beauty,Jeans,Clothing,Male
ORD19284,CUST7284,47,PROD532,India,6/19/2023,7/27/2025,1,active,5/10/2025,419.51,9,35,Beauty,Coffee Maker,Home,Male
ORD20013,CUST8013,19,PROD527,USA,5/1/2023,7/23/2025,1,active,1/16/2025,199.74,5,32,Home,Swim Goggles,Sports,Female
ORD5030,CUST1030,18,PROD230,Germany,4/19/2021,6/1/2021,5,active,3/4/2023,182.53,9,24,Clothing,Basketball,Sports,Male
ORD19838,CUST7838,55,PROD524,Canada,12/14/2020,7/26/2025,1,active,8/18/2021,133.41,3,35,Electronics,Cycling Helmet,Sports,Male
ORD19956,CUST7956,46,PROD521,Germany,7/4/2023,7/31/2025,2,active,7/16/2024,186.49,7,28,Clothing,Dumbbells,Sports,Male
ORD20621,CUST8621,60,PROD514,Canada,7/10/2020,8/28/2023,5,cancelled,1/4/2022,59.96,1,8,Clothing,Sneakers,Clothing,Male
ORD19092,CUST7092,18,PROD501,UK,2/2/2019,7/15/2025,1,active,1/26/2020,231.59,9,55,Electronics,Laptop,Electronics,Male
ORD20385,CUST8385,31,PROD514,USA,12/19/2020,3/22/2025,1,active,6/17/2022,71.2,4,21,Electronics,Sneakers,Clothing,Female
ORD21177,CUST9177,68,PROD515,India,12/3/2023,11/23/2024,4,cancelled,12/8/2023,107.42,2,8,Sports,Hoodie,Clothing,Male
ORD19465,CUST7465,54,PROD537,UK,10/12/2019,7/18/2025,2,active,1/9/2021,294.99,4,39,Home,Iron,Home,Female
ORD5256,CUST1256,22,PROD456,Germany,5/28/2021,9/10/2024,2,active,2/20/2023,262.89,1,44,Home,Dumbbells,Sports,Female
ORD6184,CUST2184,45,PROD1384,Pakistan,5/30/2022,11/4/2022,0,cancelled,4/1/2024,321.99,2,26,Home,Smartwatch,Electronics,Male
ORD5413,CUST1413,58,PROD613,India,3/23/2023,11/4/2024,1,active,4/11/2023,155.84,8,29,Sports,Tennis Racket,Sports,Male
ORD20820,CUST8820,57,PROD532,Germany,7/20/2020,12/31/2023,5,cancelled,5/11/2021,36.35,3,11,Electronics,Coffee Maker,Home,Other
ORD20082,CUST8082,27,PROD535,USA,1/13/2025,6/28/2025,1,active,2/20/2025,247.79,2,10,Clothing,Desk Lamp,Home,Female
ORD6539,CUST2539,59,PROD1739,Canada,3/28/2022,9/14/2023,4,active,9/21/2024,73.1,6,32,Sports,Tablet,Electronics,Female
ORD21519,CUST9519,39,PROD537,UK,1/16/2021,8/10/2024,3,cancelled,4/28/2021,84.43,4,11,Electronics,Iron,Home,Female
ORD6166,CUST2166,20,PROD1366,Canada,2/6/2021,3/25/2023,4,paused,6/29/2022,86.47,8,13,Clothing,Cricket Bat,Sports,Male
ORD6977,CUST2977,61,PROD2177,India,4/2/2023,8/13/2025,3,active,12/15/2024,281.51,5,12,Clothing,Running Shoes,Sports,Female
ORD20709,CUST8709,63,PROD545,Canada,3/26/2021,2/29/2024,4,cancelled,8/8/2022,13.34,2,9,Beauty,Shampoo,Beauty,Male
ORD19269,CUST7269,40,PROD525,Germany,5/26/2023,7/24/2025,0,active,2/12/2024,556.37,7,54,Beauty,Running Shoes,Sports,Male
ORD6375,CUST2375,50,PROD1575,UK,7/31/2023,1/21/2025,4,active,3/4/2024,684.85,1,13,Beauty,Yoga Mat,Sports,Male
ORD21334,CUST9334,58,PROD541,Pakistan,8/31/2021,6/29/2024,4,cancelled,2/26/2023,57.74,3,11,Electronics,Face Wash,Beauty,Male
ORD20314,CUST8314,47,PROD503,UK,3/30/2025,3/21/2025,0,active,3/30/2025,230.76,3,20,Clothing,Headphones,Electronics,Male
ORD21404,CUST9404,38,PROD507,USA,2/4/2023,11/16/2024,2,cancelled,3/7/2023,91.12,4,10,Clothing,Speaker,Electronics,Female
ORD19833,CUST7833,66,PROD503,Canada,6/9/2019,5/21/2025,2,active,5/6/2022,138.72,3,38,Beauty,Headphones,Electronics,Female
ORD6647,CUST2647,40,PROD1847,Pakistan,7/12/2022,11/16/2023,2,cancelled,4/14/2024,358.63,2,6,Clothing,Nail Polish,Beauty,Male
ORD19800,CUST7800,68,PROD516,India,8/28/2022,3/17/2025,2,active,7/30/2024,290.88,3,41,Clothing,Skirt,Clothing,Female
ORD19685,CUST7685,20,PROD511,Pakistan,1/30/2023,3/9/2025,1,active,7/31/2023,262.09,3,30,Sports,Jeans,Clothing,Female
ORD21744,CUST9744,23,PROD501,Pakistan,10/10/2023,11/15/2024,2,paused,10/13/2023,175.37,5,23,Clothing,Laptop,Electronics,Male
ORD19110,CUST7110,43,PROD526,Pakistan,8/27/2021,7/21/2025,1,active,10/17/2024,558.88,8,53,Beauty,Tennis Racket,Sports,Male
ORD20579,CUST8579,68,PROD504,Canada,8/22/2020,6/30/2024,5,cancelled,9/26/2023,70.79,2,7,Clothing,Camera,Electronics,Female
ORD6216,CUST2216,29,PROD1416,USA,1/12/2021,2/7/2023,0,active,10/26/2024,121.81,9,42,Clothing,Sneakers,Clothing,Male
ORD5970,CUST1970,47,PROD1170,Germany,3/17/2022,3/19/2025,4,active,12/8/2023,3.79,6,47,Clothing,Moisturizer,Beauty,Male
ORD6679,CUST2679,24,PROD1879,Germany,10/20/2021,7/24/2023,2,paused,5/12/2024,75.07,5,32,Electronics,T-Shirt,Clothing,Female
ORD6496,CUST2496,39,PROD1696,Germany,3/18/2022,3/2/2023,0,cancelled,4/4/2025,193.9,5,6,Home,Football,Sports,Male
ORD6568,CUST2568,38,PROD1768,India,3/6/2021,7/26/2023,5,active,12/17/2021,323.96,6,5,Sports,Jeans,Clothing,Female
ORD19182,CUST7182,34,PROD527,Canada,6/1/2021,8/9/2025,1,active,2/29/2024,203.45,5,37,Home,Swim Goggles,Sports,Female
ORD5459,CUST1459,50,PROD659,Pakistan,6/10/2021,8/21/2022,2,active,2/10/2023,1137.99,1,16,Beauty,Lamp,Home,Female
ORD6245,CUST2245,55,PROD1445,Canada,11/13/2020,9/16/2023,3,active,9/7/2023,61.51,9,7,Electronics,Nail Polish,Beauty,Female
ORD6714,CUST2714,27,PROD1914,USA,10/18/2021,3/20/2023,4,active,3/14/2024,31.93,3,36,Home,Sofa,Home,Male
ORD20120,CUST8120,63,PROD532,USA,5/12/2025,7/4/2025,1,active,6/14/2025,140.19,3,12,Beauty,Coffee Maker,Home,Female
ORD6354,CUST2354,20,PROD1554,Pakistan,4/9/2023,3/25/2025,1,paused,7/17/2024,20.48,4,10,Sports,Tennis Racket,Sports,Female
ORD6664,CUST2664,64,PROD1864,Pakistan,8/6/2021,9/11/2023,5,cancelled,4/26/2024,327.61,6,19,Clothing,Cycling Helmet,Sports,Male
ORD19445,CUST7445,19,PROD536,Pakistan,7/28/2021,7/3/2025,0,active,12/23/2022,590.8,5,45,Home,Microwave,Home,Male
ORD6374,CUST2374,64,PROD1574,Canada,5/21/2022,6/18/2023,3,cancelled,12/18/2024,194.77,3,39,Sports,T-Shirt,Clothing,Male
ORD6728,CUST2728,43,PROD1928,USA,1/23/2023,5/25/2025,3,active,4/21/2023,33.55,2,36,Clothing,Shirt,Clothing,Female
ORD20923,CUST8923,39,PROD521,Pakistan,2/14/2022,6/2/2024,5,cancelled,1/19/2023,54.58,1,5,Home,Dumbbells,Sports,Male
ORD21718,CUST9718,59,PROD544,UK,4/12/2022,12/30/2024,3,paused,10/26/2024,105.64,3,21,Clothing,Moisturizer,Beauty,Female
ORD5130,CUST1130,33,PROD330,Germany,10/20/2022,8/7/2024,3,cancelled,10/31/2022,968.05,2,3,Clothing,Smartwatch,Electronics,Male
ORD19341,CUST7341,46,PROD543,Canada,6/30/2021,8/8/2025,1,active,10/10/2024,497.05,7,47,Sports,Conditioner,Beauty,Female
ORD19527,CUST7527,51,PROD534,Canada,5/4/2019,3/19/2025,0,active,7/8/2023,290.0,4,30,Clothing,Air Purifier,Home,Female
ORD19010,CUST7010,46,PROD525,Canada,4/7/2020,5/24/2025,0,active,4/20/2024,287.44,9,42,Electronics,Running Shoes,Sports,Male
ORD19068,CUST7068,44,PROD502,Pakistan,5/26/2022,7/8/2025,1,active,1/31/2025,508.14,4,37,Beauty,Tablet,Electronics,Female
ORD19111,CUST7111,28,PROD534,Canada,4/17/2020,7/28/2025,1,active,7/31/2022,552.88,9,41,Home,Air Purifier,Home,Male
ORD6079,CUST2079,19,PROD1279,Pakistan,11/24/2020,2/12/2024,1,active,6/12/2023,325.42,5,17,Beauty,Football,Sports,Male
ORD20261,CUST8261,63,PROD512,Germany,5/23/2025,6/26/2025,1,active,5/29/2025,150.08,1,14,Beauty,Dress,Clothing,Male
ORD20704,CUST8704,18,PROD521,UK,9/14/2023,4/26/2024,4,cancelled,4/3/2024,15.53,3,6,Clothing,Dumbbells,Sports,Male
ORD5925,CUST1925,33,PROD1125,India,1/18/2023,1/30/2024,0,paused,7/23/2025,314.54,1,39,Electronics,Dining Table,Home,Female
ORD21166,CUST9166,68,PROD501,Pakistan,7/29/2020,10/6/2024,2,cancelled,9/12/2022,25.84,4,18,Beauty,Laptop,Electronics,Male
ORD5860,CUST1860,35,PROD1060,Germany,2/3/2022,6/11/2023,1,paused,8/6/2023,109.72,9,46,Home,Dining Table,Home,Female
ORD21703,CUST9703,63,PROD520,UK,3/3/2022,10/29/2024,3,paused,8/24/2023,171.72,4,10,Electronics,Football,Sports,Male
ORD20838,CUST8838,61,PROD524,Canada,3/19/2022,1/4/2024,4,cancelled,10/13/2022,13.78,3,10,Home,Cycling Helmet,Sports,Female
ORD19946,CUST7946,27,PROD542,Canada,10/6/2021,5/20/2025,1,active,8/8/2022,158.33,7,22,Clothing,Nail Polish,Beauty,Female
ORD19254,CUST7254,42,PROD520,Canada,5/30/2021,6/18/2025,1,active,4/20/2023,358.47,4,53,Home,Football,Sports,Female
ORD6577,CUST2577,61,PROD1777,Canada,4/18/2022,1/4/2024,2,active,5/24/2025,265.51,5,16,Clothing,Vacuum Cleaner,Home,Male
ORD6447,CUST2447,67,PROD1647,UK,6/24/2022,12/12/2022,1,active,12/23/2024,602.62,2,6,Home,Shampoo,Beauty,Female
ORD19549,CUST7549,40,PROD545,UK,9/9/2022,3/25/2025,0,active,1/19/2023,99.33,2,25,Sports,Shampoo,Beauty,Male
ORD5032,CUST1032,52,PROD232,Germany,2/9/2021,7/27/2021,0,cancelled,11/10/2023,804.77,2,26,Beauty,Cycling Helmet,Sports,Female
ORD21120,CUST9120,48,PROD516,Germany,4/16/2022,6/3/2023,4,cancelled,4/13/2023,17.16,2,3,Home,Skirt,Clothing,Male
ORD6628,CUST2628,64,PROD1828,Canada,4/2/2022,8/1/2022,1,active,10/28/2022,1105.58,1,30,Sports,Foundation,Beauty,Female
ORD19216,CUST7216,60,PROD511,India,3/28/2023,6/12/2025,0,active,2/24/2024,380.65,7,32,Home,Jeans,Clothing,Female
ORD20162,CUST8162,63,PROD546,USA,9/30/2024,5/3/2025,1,active,12/29/2024,109.35,1,12,Beauty,Lip Balm,Beauty,Male
ORD20659,CUST8659,53,PROD543,USA,3/3/2023,8/15/2023,5,cancelled,5/19/2023,55.78,2,7,Home,Conditioner,Beauty,Male
ORD20230,CUST8230,69,PROD542,India,4/21/2025,4/22/2025,0,active,4/22/2025,201.66,3,6,Clothing,Nail Polish,Beauty,Female
ORD19481,CUST7481,51,PROD521,Germany,9/8/2023,6/18/2025,0,active,1/6/2024,209.99,4,31,Clothing,Dumbbells,Sports,Male
ORD5737,CUST1737,19,PROD937,Pakistan,11/9/2021,9/23/2023,2,active,9/15/2023,215.86,4,5,Sports,Dining Table,Home,Female
ORD20000,CUST8000,68,PROD515,USA,5/12/2020,7/3/2025,1,active,4/20/2021,129.99,6,42,Sports,Hoodie,Clothing,Female
ORD19771,CUST7771,21,PROD523,India,1/18/2020,5/17/2025,1,active,6/1/2022,268.64,5,34,Electronics,Cricket Bat,Sports,Female
ORD20875,CUST8875,51,PROD503,India,3/22/2022,4/24/2024,4,cancelled,10/15/2023,11.63,3,9,Beauty,Headphones,Electronics,Female
ORD20856,CUST8856,64,PROD543,USA,9/27/2023,4/19/2024,5,cancelled,11/19/2023,31.34,1,7,Sports,Conditioner,Beauty,Female
ORD20968,CUST8968,34,PROD502,Pakistan,12/16/2023,5/10/2023,3,cancelled,12/16/2023,11.09,1,7,Clothing,Tablet,Electronics,Female
ORD19166,CUST7166,19,PROD533,Pakistan,12/17/2022,8/10/2025,0,active,2/3/2025,305.99,6,35,Home,Blender,Home,Male
ORD5863,CUST1863,31,PROD1063,USA,8/19/2023,5/29/2024,4,active,10/7/2024,12.13,8,49,Electronics,Smartphone,Electronics,Male
ORD20924,CUST8924,62,PROD540,India,11/8/2023,3/10/2024,5,cancelled,12/28/2023,27.0,1,1,Electronics,Perfume,Beauty,Female
ORD21455,CUST9455,47,PROD527,Canada,9/24/2022,9/19/2024,3,cancelled,10/15/2022,44.79,2,16,Clothing,Swim Goggles,Sports,Male
ORD19972,CUST7972,41,PROD513,Germany,12/9/2021,7/17/2025,0,active,11/30/2023,158.96,3,38,Electronics,Jacket,Clothing,Male
ORD20259,CUST8259,33,PROD533,Germany,7/1/2025,5/28/2025,1,active,7/1/2025,98.17,3,5,Home,Blender,Home,Male
ORD5589,CUST1589,51,PROD789,Germany,6/7/2021,7/9/2025,4,paused,7/7/2024,978.5,1,14,Home,Face Wash,Beauty,Male
ORD5819,CUST1819,65,PROD1019,Canada,5/20/2023,5/14/2025,0,active,7/23/2023,160.33,8,49,Electronics,Tennis Racket,Sports,Female
ORD5074,CUST1074,21,PROD274,India,8/19/2021,5/21/2025,2,active,9/11/2022,44.36,6,27,Sports,Bluetooth Speaker,Electronics,Female
ORD6451,CUST2451,52,PROD1651,Canada,12/15/2022,10/5/2024,5,active,9/10/2024,153.01,8,48,Beauty,Football,Sports,Female
ORD6467,CUST2467,36,PROD1667,Canada,8/23/2020,11/16/2023,2,paused,3/18/2024,170.65,4,36,Beauty,Jeans,Clothing,Male
ORD21804,CUST9804,43,PROD502,USA,9/21/2021,2/10/2025,2,paused,2/13/2024,67.35,2,17,Clothing,Tablet,Electronics,Female
ORD20637,CUST8637,54,PROD517,Pakistan,5/18/2019,10/21/2023,5,cancelled,12/8/2021,45.7,1,11,Home,Coat,Clothing,Male
ORD19520,CUST7520,53,PROD543,India,1/29/2023,8/7/2025,2,active,4/8/2023,150.01,7,30,Clothing,Conditioner,Beauty,Male
ORD19615,CUST7615,50,PROD516,Canada,1/28/2022,4/13/2025,0,active,11/9/2023,253.53,2,23,Beauty,Skirt,Clothing,Female
ORD5830,CUST1830,21,PROD1030,USA,12/9/2021,10/25/2023,1,paused,3/12/2022,571.02,2,47,Beauty,Smartwatch,Electronics,Female
ORD20795,CUST8795,32,PROD547,Germany,7/30/2022,7/26/2023,5,cancelled,2/7/2023,56.3,2,1,Clothing,Sunscreen,Beauty,Male
ORD5601,CUST1601,57,PROD801,USA,7/24/2022,4/11/2024,4,active,12/7/2024,1043.23,1,9,Electronics,Microwave,Home,Male
ORD20299,CUST8299,63,PROD507,India,8/27/2024,7/31/2025,1,active,6/8/2025,125.69,3,13,Home,Speaker,Electronics,Male
ORD6874,CUST2874,50,PROD2074,India,5/21/2021,2/16/2025,0,cancelled,7/5/2025,1955.81,1,30,Electronics,Skirt,Clothing,Male
ORD21380,CUST9380,60,PROD527,India,12/10/2023,10/1/2024,3,cancelled,5/16/2024,92.64,2,5,Beauty,Swim Goggles,Sports,Male
ORD5590,CUST1590,43,PROD790,USA,10/1/2020,10/11/2024,0,active,4/27/2022,180.39,2,44,Beauty,Chair,Home,Male
ORD20882,CUST8882,20,PROD515,Pakistan,2/3/2020,3/31/2023,4,cancelled,11/20/2020,10.72,1,10,Beauty,Hoodie,Clothing,Female
ORD19603,CUST7603,56,PROD534,India,1/31/2022,5/5/2025,1,active,6/5/2022,191.03,6,40,Home,Air Purifier,Home,Female
ORD21325,CUST9325,60,PROD536,UK,5/29/2020,11/22/2024,3,cancelled,10/2/2022,58.62,3,9,Electronics,Microwave,Home,Male
ORD19176,CUST7176,69,PROD522,UK,7/27/2023,5/21/2025,1,active,3/9/2024,418.35,4,46,Clothing,Yoga Mat,Sports,Female
ORD5753,CUST1753,24,PROD953,USA,7/14/2023,2/8/2025,5,active,6/9/2024,206.67,9,8,Beauty,Face Wash,Beauty,Male
ORD6253,CUST2253,42,PROD1453,Pakistan,8/10/2021,7/9/2023,2,active,12/3/2024,4.87,8,19,Home,Football,Sports,Female
ORD5073,CUST1073,57,PROD273,Pakistan,11/1/2021,10/20/2022,0,cancelled,7/21/2025,167.47,5,13,Sports,Sofa,Home,Male
ORD20932,CUST8932,38,PROD504,Germany,8/2/2023,11/26/2023,4,cancelled,8/2/2023,57.37,2,5,Clothing,Camera,Electronics,Male
ORD21461,CUST9461,24,PROD532,Pakistan,6/7/2022,11/9/2024,4,cancelled,9/18/2022,48.06,3,11,Home,Coffee Maker,Home,Male
ORD20476,CUST8476,57,PROD526,Canada,4/25/2022,3/31/2025,1,active,12/27/2024,54.49,3,29,Clothing,Tennis Racket,Sports,Male
ORD21427,CUST9427,59,PROD546,India,7/7/2019,12/12/2024,3,cancelled,2/10/2022,57.49,3,13,Electronics,Lip Balm,Beauty,Female
ORD20293,CUST8293,39,PROD524,Germany,11/5/2024,3/25/2025,1,active,12/19/2024,221.25,5,9,Sports,Cycling Helmet,Sports,Other
ORD21106,CUST9106,61,PROD505,Pakistan,1/4/2019,5/5/2023,4,cancelled,3/19/2021,22.05,3,1,Sports,Smartwatch,Electronics,Female
ORD20200,CUST8200,44,PROD505,India,7/14/2025,6/28/2025,1,active,7/14/2025,124.56,3,14,Sports,Smartwatch,Electronics,Female
ORD20463,CUST8463,60,PROD506,Germany,4/16/2022,6/29/2025,1,active,10/6/2023,84.78,4,19,Beauty,Monitor,Electronics,Male
ORD21463,CUST9463,53,PROD512,Pakistan,7/30/2022,10/10/2024,3,cancelled,2/28/2023,72.95,2,7,Beauty,Dress,Clothing,Female
ORD19585,CUST7585,67,PROD543,Germany,9/11/2021,6/19/2025,2,active,11/23/2024,182.89,4,42,Sports,Conditioner,Beauty,Male
ORD21206,CUST9206,46,PROD511,Germany,8/1/2019,8/18/2024,4,cancelled,5/8/2024,113.71,3,5,Beauty,Jeans,Clothing,Male
ORD19840,CUST7840,35,PROD514,UK,5/29/2019,7/13/2025,1,active,6/6/2022,240.13,4,32,Home,Sneakers,Clothing,Other
ORD5815,CUST1815,32,PROD1015,India,4/20/2022,12/19/2022,1,active,6/21/2024,386.61,3,13,Beauty,Shirt,Clothing,Male
ORD5492,CUST1492,49,PROD692,UK,9/30/2020,3/25/2024,5,active,7/16/2022,69.48,7,41,Home,Cricket Bat,Sports,Female
ORD20698,CUST8698,66,PROD504,Canada,12/26/2019,6/14/2024,3,cancelled,8/14/2021,30.79,2,3,Sports,Camera,Electronics,Male
ORD21157,CUST9157,21,PROD520,India,10/3/2019,10/6/2024,4,cancelled,3/29/2024,60.6,4,13,Beauty,Football,Sports,Female
ORD20067,CUST8067,65,PROD531,Canada,11/9/2023,5/30/2025,2,active,3/10/2024,149.33,7,28,Clothing,Vacuum Cleaner,Home,Male
ORD5648,CUST1648,24,PROD848,USA,8/10/2021,7/19/2023,0,paused,9/15/2024,57.73,8,25,Clothing,Face Wash,Beauty,Male
ORD6048,CUST2048,61,PROD1248,Germany,1/17/2022,7/15/2024,1,cancelled,2/2/2022,880.36,2,27,Clothing,Bluetooth Speaker,Electronics,Female
ORD20078,CUST8078,31,PROD512,Canada,10/1/2024,5/28/2025,1,active,12/4/2024,67.8,4,11,Clothing,Dress,Clothing,Female
ORD6596,CUST2596,58,PROD1796,Canada,11/22/2020,12/20/2022,2,paused,3/25/2025,867.89,2,12,Home,Bluetooth Speaker,Electronics,Male
ORD5051,CUST1051,54,PROD251,Canada,12/5/2022,7/13/2023,2,active,6/5/2025,45.17,2,14,Beauty,Bluetooth Speaker,Electronics,Male
ORD19053,CUST7053,53,PROD523,UK,7/2/2019,5/29/2025,0,active,9/30/2020,319.11,6,44,Electronics,Cricket Bat,Sports,Female
ORD19381,CUST7381,40,PROD525,Pakistan,1/4/2020,7/5/2025,0,active,9/14/2022,299.82,4,50,Beauty,Running Shoes,Sports,Male
ORD6557,CUST2557,29,PROD1757,Canada,2/21/2022,11/25/2022,3,active,5/18/2024,16.74,4,3,Electronics,Dumbbells,Sports,Female
ORD20769,CUST8769,25,PROD516,Germany,4/22/2019,3/23/2023,3,cancelled,8/16/2021,51.02,3,10,Sports,Skirt,Clothing,Female
ORD19151,CUST7151,56,PROD525,Germany,11/10/2019,6/29/2025,1,active,3/30/2023,228.25,5,52,Clothing,Running Shoes,Sports,Female
ORD20044,CUST8044,42,PROD502,UK,9/26/2022,5/5/2025,0,active,10/6/2024,276.86,6,35,Electronics,Tablet,Electronics,Female
ORD19776,CUST7776,32,PROD527,Pakistan,3/7/2021,6/12/2025,0,active,11/20/2023,159.89,6,28,Beauty,Swim Goggles,Sports,Male
ORD5508,CUST1508,57,PROD708,India,9/8/2021,1/4/2024,3,paused,4/24/2024,204.26,9,38,Beauty,Dining Table,Home,Female
ORD6225,CUST2225,36,PROD1425,Pakistan,7/8/2023,11/26/2024,0,active,4/16/2024,144.78,9,13,Clothing,Dress,Clothing,Female
ORD19458,CUST7458,25,PROD507,UK,8/19/2022,3/20/2025,2,active,12/6/2022,112.97,6,20,Sports,Speaker,Electronics,Male
ORD21899,CUST9899,22,PROD512,Canada,7/28/2023,2/18/2025,2,paused,2/19/2024,209.69,2,17,Electronics,Dress,Clothing,Male
ORD6766,CUST2766,29,PROD1966,USA,7/17/2023,6/30/2025,1,active,6/15/2025,493.6,2,31,Sports,Tablet,Electronics,Male
ORD21665,CUST9665,24,PROD514,UK,3/20/2019,2/3/2025,2,paused,6/16/2022,101.23,1,22,Sports,Sneakers,Clothing,Male
ORD19652,CUST7652,64,PROD527,USA,8/5/2019,3/16/2025,2,active,2/10/2021,295.45,6,37,Sports,Swim Goggles,Sports,Female
ORD20020,CUST8020,38,PROD506,USA,3/31/2019,8/1/2025,0,active,4/29/2020,250.22,2,27,Sports,Monitor,Electronics,Female
ORD21357,CUST9357,33,PROD505,Germany,8/1/2019,12/3/2024,4,cancelled,6/30/2022,41.75,1,16,Sports,Smartwatch,Electronics,Female
ORD6004,CUST2004,55,PROD1204,UK,7/20/2021,8/2/2025,0,active,2/18/2023,365.91,3,34,Clothing,Yoga Mat,Sports,Male
ORD19570,CUST7570,41,PROD537,Pakistan,1/7/2023,7/1/2025,1,active,9/12/2023,109.19,6,28,Clothing,Iron,Home,Female
ORD6528,CUST2528,21,PROD1728,USA,2/23/2023,12/1/2023,4,cancelled,5/1/2024,375.8,5,12,Clothing,Sneakers,Clothing,Male
ORD21910,CUST9910,41,PROD533,USA,10/9/2019,9/8/2024,2,paused,11/14/2019,118.75,3,20,Clothing,Blender,Home,Female
ORD6938,CUST2938,41,PROD2138,UK,3/1/2022,1/9/2024,2,paused,10/29/2022,1575.87,1,48,Home,Refrigerator,Home,Female
ORD6027,CUST2027,19,PROD1227,India,5/17/2023,4/5/2025,4,active,11/13/2024,157.13,7,5,Sports,Sofa,Home,Female
ORD19215,CUST7215,55,PROD524,India,2/15/2020,6/20/2025,0,active,6/12/2021,272.79,9,38,Electronics,Cycling Helmet,Sports,Male
ORD5161,CUST1161,65,PROD361,Canada,7/30/2022,8/13/2022,5,active,7/27/2025,292.25,3,24,Beauty,Tennis Racket,Sports,Female
ORD6314,CUST2314,25,PROD1514,Pakistan,6/27/2022,7/12/2025,4,cancelled,5/16/2024,618.94,3,18,Home,Dining Table,Home,Male
ORD5658,CUST1658,39,PROD858,India,3/24/2023,8/16/2023,0,active,8/11/2025,694.93,2,22,Clothing,Perfume,Beauty,Female
ORD19426,CUST7426,68,PROD511,Pakistan,1/3/2021,6/20/2025,1,active,5/5/2022,219.28,9,53,Home,Jeans,Clothing,Female
ORD6792,CUST2792,47,PROD1992,Canada,8/8/2022,2/22/2025,4,active,11/19/2023,821.69,1,44,Sports,Lipstick,Beauty,Male
ORD20926,CUST8926,24,PROD523,UK,3/6/2019,10/28/2023,3,cancelled,1/1/2023,52.41,3,11,Home,Cricket Bat,Sports,Female
ORD21036,CUST9036,58,PROD520,Canada,2/9/2021,3/5/2023,5,cancelled,8/2/2022,34.06,2,8,Clothing,Football,Sports,Female
ORD19798,CUST7798,61,PROD523,Germany,8/18/2022,6/16/2025,1,active,5/13/2024,288.93,4,26,Clothing,Cricket Bat,Sports,Male
ORD20789,CUST8789,44,PROD544,Canada,10/28/2023,4/21/2024,3,cancelled,12/3/2023,23.96,3,4,Beauty,Moisturizer,Beauty,Female
